"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"	"Female Population"	"Fertility Rate"
	"Colorado"	"08"	"2017"	"2017"	"40-44 years"	"40-44"	2027	173871	11.66
	"Colorado"	"08"	"2017"	"2017"	"45-49 years"	"45-49"	133	Not Available	Not Available
	"Colorado"	"08"	"2017"	"2017"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Colorado"	"08"	"2018"	"2018"	"Under 15 years"	"15"	18	Not Available	Not Available
	"Colorado"	"08"	"2018"	"2018"	"15-19 years"	"15-19"	2522	176272	14.31
	"Colorado"	"08"	"2018"	"2018"	"20-24 years"	"20-24"	10482	180068	58.21
	"Colorado"	"08"	"2018"	"2018"	"25-29 years"	"25-29"	17545	216289	81.12
	"Colorado"	"08"	"2018"	"2018"	"30-34 years"	"30-34"	19679	210403	93.53
	"Colorado"	"08"	"2018"	"2018"	"35-39 years"	"35-39"	10476	201221	52.06
	"Colorado"	"08"	"2018"	"2018"	"40-44 years"	"40-44"	2015	177607	11.35
	"Colorado"	"08"	"2018"	"2018"	"45-49 years"	"45-49"	142	Not Available	Not Available
	"Colorado"	"08"	"2019"	"2019"	"Under 15 years"	"15"	22	Not Available	Not Available
	"Colorado"	"08"	"2019"	"2019"	"15-19 years"	"15-19"	2471	177225	13.94
	"Colorado"	"08"	"2019"	"2019"	"20-24 years"	"20-24"	10283	179754	57.21
	"Colorado"	"08"	"2019"	"2019"	"25-29 years"	"25-29"	17276	219281	78.78
	"Colorado"	"08"	"2019"	"2019"	"30-34 years"	"30-34"	19735	215607	91.53
	"Colorado"	"08"	"2019"	"2019"	"35-39 years"	"35-39"	10765	205593	52.36
	"Colorado"	"08"	"2019"	"2019"	"40-44 years"	"40-44"	2165	181681	11.92
	"Colorado"	"08"	"2019"	"2019"	"45-49 years"	"45-49"	136	Not Available	Not Available
	"Colorado"	"08"	"2019"	"2019"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Colorado"	"08"	"2020"	"2020"	"Under 15 years"	"15"	16	Not Available	Not Available
	"Colorado"	"08"	"2020"	"2020"	"15-19 years"	"15-19"	2223	177849	12.50
	"Colorado"	"08"	"2020"	"2020"	"20-24 years"	"20-24"	10012	181452	55.18
	"Colorado"	"08"	"2020"	"2020"	"25-29 years"	"25-29"	16476	219250	75.15
	"Colorado"	"08"	"2020"	"2020"	"30-34 years"	"30-34"	19622	220506	88.99
	"Colorado"	"08"	"2020"	"2020"	"35-39 years"	"35-39"	10805	208648	51.79
	"Colorado"	"08"	"2020"	"2020"	"40-44 years"	"40-44"	2191	187023	11.72
	"Colorado"	"08"	"2020"	"2020"	"45-49 years"	"45-49"	135	Not Available	Not Available
	"Colorado"	"08"	"2020"	"2020"	"50 years and over"	"50+"	14	Not Available	Not Available
	"Colorado"	"08"	"2021"	"2021"	"Under 15 years"	"15"	32	Not Available	Not Available
	"Colorado"	"08"	"2021"	"2021"	"15-19 years"	"15-19"	2059	180785	11.39
	"Colorado"	"08"	"2021"	"2021"	"20-24 years"	"20-24"	9701	181229	53.53
	"Colorado"	"08"	"2021"	"2021"	"25-29 years"	"25-29"	16421	212532	77.26
	"Colorado"	"08"	"2021"	"2021"	"30-34 years"	"30-34"	20588	221979	92.75
	"Colorado"	"08"	"2021"	"2021"	"35-39 years"	"35-39"	11645	210932	55.21
	"Colorado"	"08"	"2021"	"2021"	"40-44 years"	"40-44"	2338	192176	12.17
	"Colorado"	"08"	"2021"	"2021"	"45-49 years"	"45-49"	148	Not Available	Not Available
	"Colorado"	"08"	"2021"	"2021"	"50 years and over"	"50+"	17	Not Available	Not Available
	"Colorado"	"08"	"2022"	"2022"	"Under 15 years"	"15"	19	Not Available	Not Available
	"Colorado"	"08"	"2022"	"2022"	"15-19 years"	"15-19"	2004	180042	11.13
	"Colorado"	"08"	"2022"	"2022"	"20-24 years"	"20-24"	9508	192269	49.45
	"Colorado"	"08"	"2022"	"2022"	"25-29 years"	"25-29"	16262	211240	76.98
	"Colorado"	"08"	"2022"	"2022"	"30-34 years"	"30-34"	20517	223568	91.77
	"Colorado"	"08"	"2022"	"2022"	"35-39 years"	"35-39"	11533	209791	54.97
	"Colorado"	"08"	"2022"	"2022"	"40-44 years"	"40-44"	2362	194130	12.17
	"Colorado"	"08"	"2022"	"2022"	"45-49 years"	"45-49"	162	Not Available	Not Available
	"Colorado"	"08"	"2022"	"2022"	"50 years and over"	"50+"	16	Not Available	Not Available
	"Connecticut"	"09"	"2016"	"2016"	"Under 15 years"	"15"	16	Not Available	Not Available
	"Connecticut"	"09"	"2016"	"2016"	"15-19 years"	"15-19"	1136	120856	9.40
	"Connecticut"	"09"	"2016"	"2016"	"20-24 years"	"20-24"	4816	119295	40.37
	"Connecticut"	"09"	"2016"	"2016"	"25-29 years"	"25-29"	9401	106987	87.87
	"Connecticut"	"09"	"2016"	"2016"	"30-34 years"	"30-34"	12424	110932	112.00
	"Connecticut"	"09"	"2016"	"2016"	"35-39 years"	"35-39"	6660	108532	61.36
	"Connecticut"	"09"	"2016"	"2016"	"40-44 years"	"40-44"	1428	107629	13.27
	"Connecticut"	"09"	"2016"	"2016"	"45-49 years"	"45-49"	125	Not Available	Not Available
	"Connecticut"	"09"	"2017"	"2017"	"Under 15 years"	"15"	10	Not Available	Not Available
	"Connecticut"	"09"	"2017"	"2017"	"15-19 years"	"15-19"	1053	119770	8.79
	"Connecticut"	"09"	"2017"	"2017"	"20-24 years"	"20-24"	4582	119875	38.22
	"Connecticut"	"09"	"2017"	"2017"	"25-29 years"	"25-29"	8984	107181	83.82
	"Connecticut"	"09"	"2017"	"2017"	"30-34 years"	"30-34"	12305	110387	111.47
	"Connecticut"	"09"	"2017"	"2017"	"35-39 years"	"35-39"	6771	109749	61.70
	"Connecticut"	"09"	"2017"	"2017"	"40-44 years"	"40-44"	1384	105987	13.06
	"Connecticut"	"09"	"2017"	"2017"	"45-49 years"	"45-49"	119	Not Available	Not Available
	"Connecticut"	"09"	"2017"	"2017"	"50 years and over"	"50+"	13	Not Available	Not Available
	"Connecticut"	"09"	"2018"	"2018"	"15-19 years"	"15-19"	988	118377	8.35
	"Connecticut"	"09"	"2018"	"2018"	"20-24 years"	"20-24"	4373	117948	37.08
	"Connecticut"	"09"	"2018"	"2018"	"25-29 years"	"25-29"	8822	107163	82.32
	"Connecticut"	"09"	"2018"	"2018"	"30-34 years"	"30-34"	12064	110610	109.07
	"Connecticut"	"09"	"2018"	"2018"	"35-39 years"	"35-39"	6903	110641	62.39
	"Connecticut"	"09"	"2018"	"2018"	"40-44 years"	"40-44"	1456	105090	13.85
	"Connecticut"	"09"	"2018"	"2018"	"45-49 years"	"45-49"	101	Not Available	Not Available
	"Connecticut"	"09"	"2019"	"2019"	"15-19 years"	"15-19"	902	117276	7.69
	"Connecticut"	"09"	"2019"	"2019"	"20-24 years"	"20-24"	4158	116828	35.59
	"Connecticut"	"09"	"2019"	"2019"	"25-29 years"	"25-29"	8486	108598	78.14
	"Connecticut"	"09"	"2019"	"2019"	"30-34 years"	"30-34"	12259	110584	110.86
	"Connecticut"	"09"	"2019"	"2019"	"35-39 years"	"35-39"	6832	111260	61.41
	"Connecticut"	"09"	"2019"	"2019"	"40-44 years"	"40-44"	1493	106026	14.08
	"Connecticut"	"09"	"2019"	"2019"	"45-49 years"	"45-49"	101	Not Available	Not Available
	"Connecticut"	"09"	"2019"	"2019"	"50 years and over"	"50+"	19	Not Available	Not Available
	"Connecticut"	"09"	"2020"	"2020"	"Under 15 years"	"15"	15	Not Available	Not Available
	"Connecticut"	"09"	"2020"	"2020"	"15-19 years"	"15-19"	882	115496	7.64
	"Connecticut"	"09"	"2020"	"2020"	"20-24 years"	"20-24"	4128	116122	35.55
	"Connecticut"	"09"	"2020"	"2020"	"25-29 years"	"25-29"	7977	108745	73.36
	"Connecticut"	"09"	"2020"	"2020"	"30-34 years"	"30-34"	11936	110499	108.02
	"Connecticut"	"09"	"2020"	"2020"	"35-39 years"	"35-39"	6921	111644	61.99
	"Connecticut"	"09"	"2020"	"2020"	"40-44 years"	"40-44"	1482	107478	13.79
	"Connecticut"	"09"	"2020"	"2020"	"45-49 years"	"45-49"	101	Not Available	Not Available
	"Connecticut"	"09"	"2020"	"2020"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Connecticut"	"09"	"2021"	"2021"	"Under 15 years"	"15"	11	Not Available	Not Available
	"Connecticut"	"09"	"2021"	"2021"	"15-19 years"	"15-19"	845	118429	7.14
	"Connecticut"	"09"	"2021"	"2021"	"20-24 years"	"20-24"	3891	116821	33.31
	"Connecticut"	"09"	"2021"	"2021"	"25-29 years"	"25-29"	8234	109747	75.03
	"Connecticut"	"09"	"2021"	"2021"	"30-34 years"	"30-34"	13240	112662	117.52
	"Connecticut"	"09"	"2021"	"2021"	"35-39 years"	"35-39"	7830	115719	67.66
	"Connecticut"	"09"	"2021"	"2021"	"40-44 years"	"40-44"	1489	111568	13.35
	"Connecticut"	"09"	"2021"	"2021"	"45-49 years"	"45-49"	117	Not Available	Not Available
	"Connecticut"	"09"	"2021"	"2021"	"50 years and over"	"50+"	13	Not Available	Not Available
	"Connecticut"	"09"	"2022"	"2022"	"Under 15 years"	"15"	12	Not Available	Not Available
	"Connecticut"	"09"	"2022"	"2022"	"15-19 years"	"15-19"	784	122476	6.40
	"Connecticut"	"09"	"2022"	"2022"	"20-24 years"	"20-24"	3655	119662	30.54
	"Connecticut"	"09"	"2022"	"2022"	"25-29 years"	"25-29"	8025	109246	73.46
	"Connecticut"	"09"	"2022"	"2022"	"30-34 years"	"30-34"	13150	114120	115.23
	"Connecticut"	"09"	"2022"	"2022"	"35-39 years"	"35-39"	7901	117143	67.45
	"Connecticut"	"09"	"2022"	"2022"	"40-44 years"	"40-44"	1686	114170	14.77
	"Connecticut"	"09"	"2022"	"2022"	"45-49 years"	"45-49"	101	Not Available	Not Available
	"Connecticut"	"09"	"2022"	"2022"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Delaware"	"10"	"2016"	"2016"	"Under 15 years"	"15"	14	Not Available	Not Available
	"Delaware"	"10"	"2016"	"2016"	"15-19 years"	"15-19"	583	29906	19.49
	"Delaware"	"10"	"2016"	"2016"	"20-24 years"	"20-24"	2103	29830	70.50
	"Delaware"	"10"	"2016"	"2016"	"25-29 years"	"25-29"	3312	33706	98.26
	"Delaware"	"10"	"2016"	"2016"	"30-34 years"	"30-34"	3193	30151	105.90
	"Delaware"	"10"	"2016"	"2016"	"35-39 years"	"35-39"	1483	28934	51.25
	"Delaware"	"10"	"2016"	"2016"	"40-44 years"	"40-44"	273	27189	10.04
	"Delaware"	"10"	"2016"	"2016"	"45-49 years"	"45-49"	30	Not Available	Not Available
	"Delaware"	"10"	"2017"	"2017"	"15-19 years"	"15-19"	552	29906	18.46
	"Delaware"	"10"	"2017"	"2017"	"20-24 years"	"20-24"	2018	29361	68.73
	"Delaware"	"10"	"2017"	"2017"	"25-29 years"	"25-29"	3341	33919	98.50
	"Delaware"	"10"	"2017"	"2017"	"30-34 years"	"30-34"	3153	30558	103.18
	"Delaware"	"10"	"2017"	"2017"	"35-39 years"	"35-39"	1485	29574	50.21
	"Delaware"	"10"	"2017"	"2017"	"40-44 years"	"40-44"	276	27025	10.21
	"Delaware"	"10"	"2017"	"2017"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Delaware"	"10"	"2018"	"2018"	"15-19 years"	"15-19"	497	29783	16.69
	"Delaware"	"10"	"2018"	"2018"	"20-24 years"	"20-24"	1963	28657	68.50
	"Delaware"	"10"	"2018"	"2018"	"25-29 years"	"25-29"	3119	33210	93.92
	"Delaware"	"10"	"2018"	"2018"	"30-34 years"	"30-34"	3200	31104	102.88
	"Delaware"	"10"	"2018"	"2018"	"35-39 years"	"35-39"	1520	29794	51.02
	"Delaware"	"10"	"2018"	"2018"	"40-44 years"	"40-44"	293	27201	10.77
	"Delaware"	"10"	"2018"	"2018"	"45-49 years"	"45-49"	22	Not Available	Not Available
	"Delaware"	"10"	"2019"	"2019"	"15-19 years"	"15-19"	444	29792	14.90
	"Delaware"	"10"	"2019"	"2019"	"20-24 years"	"20-24"	1839	28178	65.26
	"Delaware"	"10"	"2019"	"2019"	"25-29 years"	"25-29"	3210	32289	99.41
	"Delaware"	"10"	"2019"	"2019"	"30-34 years"	"30-34"	3153	32048	98.38
	"Delaware"	"10"	"2019"	"2019"	"35-39 years"	"35-39"	1560	30058	51.90
	"Delaware"	"10"	"2019"	"2019"	"40-44 years"	"40-44"	311	27682	11.23
	"Delaware"	"10"	"2019"	"2019"	"45-49 years"	"45-49"	31	Not Available	Not Available
	"Delaware"	"10"	"2020"	"2020"	"15-19 years"	"15-19"	439	30104	14.58
	"Delaware"	"10"	"2020"	"2020"	"20-24 years"	"20-24"	1820	28421	64.04
	"Delaware"	"10"	"2020"	"2020"	"25-29 years"	"25-29"	2992	31629	94.60
	"Delaware"	"10"	"2020"	"2020"	"30-34 years"	"30-34"	3149	33140	95.02
	"Delaware"	"10"	"2020"	"2020"	"35-39 years"	"35-39"	1620	30439	53.22
	"Delaware"	"10"	"2020"	"2020"	"40-44 years"	"40-44"	342	28655	11.94
	"Delaware"	"10"	"2020"	"2020"	"45-49 years"	"45-49"	21	Not Available	Not Available
	"Delaware"	"10"	"2021"	"2021"	"15-19 years"	"15-19"	425	31410	13.53
	"Delaware"	"10"	"2021"	"2021"	"20-24 years"	"20-24"	1842	28509	64.61
	"Delaware"	"10"	"2021"	"2021"	"25-29 years"	"25-29"	2898	30503	95.01
	"Delaware"	"10"	"2021"	"2021"	"30-34 years"	"30-34"	3243	33895	95.68
	"Delaware"	"10"	"2021"	"2021"	"35-39 years"	"35-39"	1707	31322	54.50
	"Delaware"	"10"	"2021"	"2021"	"40-44 years"	"40-44"	347	29958	11.58
	"Delaware"	"10"	"2021"	"2021"	"45-49 years"	"45-49"	12	Not Available	Not Available
	"Delaware"	"10"	"2022"	"2022"	"15-19 years"	"15-19"	466	31720	14.69
	"Delaware"	"10"	"2022"	"2022"	"20-24 years"	"20-24"	1849	30353	60.92
	"Delaware"	"10"	"2022"	"2022"	"25-29 years"	"25-29"	2941	30007	98.01
	"Delaware"	"10"	"2022"	"2022"	"30-34 years"	"30-34"	3305	34218	96.59
	"Delaware"	"10"	"2022"	"2022"	"35-39 years"	"35-39"	1820	31796	57.24
	"Delaware"	"10"	"2022"	"2022"	"40-44 years"	"40-44"	402	30659	13.11
	"Delaware"	"10"	"2022"	"2022"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"District of Columbia"	"11"	"2016"	"2016"	"15-19 years"	"15-19"	460	19205	23.95
	"District of Columbia"	"11"	"2016"	"2016"	"20-24 years"	"20-24"	1592	32551	48.91
	"District of Columbia"	"11"	"2016"	"2016"	"25-29 years"	"25-29"	2086	42090	49.56
	"District of Columbia"	"11"	"2016"	"2016"	"30-34 years"	"30-34"	3087	39694	77.77
	"District of Columbia"	"11"	"2016"	"2016"	"35-39 years"	"35-39"	2115	28988	72.96
	"District of Columbia"	"11"	"2016"	"2016"	"40-44 years"	"40-44"	455	20886	21.78
	"District of Columbia"	"11"	"2016"	"2016"	"45-49 years"	"45-49"	48	Not Available	Not Available
	"District of Columbia"	"11"	"2017"	"2017"	"Under 15 years"	"15"	11	Not Available	Not Available
	"District of Columbia"	"11"	"2017"	"2017"	"15-19 years"	"15-19"	408	19418	21.01
	"District of Columbia"	"11"	"2017"	"2017"	"20-24 years"	"20-24"	1445	29102	49.65
	"District of Columbia"	"11"	"2017"	"2017"	"25-29 years"	"25-29"	2015	44895	44.88
	"District of Columbia"	"11"	"2017"	"2017"	"30-34 years"	"30-34"	3030	41413	73.17
	"District of Columbia"	"11"	"2017"	"2017"	"35-39 years"	"35-39"	2142	30405	70.45
	"District of Columbia"	"11"	"2017"	"2017"	"40-44 years"	"40-44"	473	21231	22.28
	"District of Columbia"	"11"	"2017"	"2017"	"45-49 years"	"45-49"	30	Not Available	Not Available
	"District of Columbia"	"11"	"2018"	"2018"	"15-19 years"	"15-19"	373	19365	19.26
	"District of Columbia"	"11"	"2018"	"2018"	"20-24 years"	"20-24"	1254	29131	43.05
	"District of Columbia"	"11"	"2018"	"2018"	"25-29 years"	"25-29"	1816	44445	40.86
	"District of Columbia"	"11"	"2018"	"2018"	"30-34 years"	"30-34"	3029	42474	71.31
	"District of Columbia"	"11"	"2018"	"2018"	"35-39 years"	"35-39"	2200	31627	69.56
	"District of Columbia"	"11"	"2018"	"2018"	"40-44 years"	"40-44"	475	21897	21.69
	"District of Columbia"	"11"	"2018"	"2018"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"District of Columbia"	"11"	"2018"	"2018"	"50 years and over"	"50+"	10	Not Available	Not Available
	"District of Columbia"	"11"	"2019"	"2019"	"15-19 years"	"15-19"	323	19171	16.85
	"District of Columbia"	"11"	"2019"	"2019"	"20-24 years"	"20-24"	1119	28430	39.36
	"District of Columbia"	"11"	"2019"	"2019"	"25-29 years"	"25-29"	1896	44478	42.63
	"District of Columbia"	"11"	"2019"	"2019"	"30-34 years"	"30-34"	2924	42746	68.40
	"District of Columbia"	"11"	"2019"	"2019"	"35-39 years"	"35-39"	2238	32752	68.33
	"District of Columbia"	"11"	"2019"	"2019"	"40-44 years"	"40-44"	517	22795	22.68
	"District of Columbia"	"11"	"2019"	"2019"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"District of Columbia"	"11"	"2019"	"2019"	"50 years and over"	"50+"	17	Not Available	Not Available
	"District of Columbia"	"11"	"2020"	"2020"	"15-19 years"	"15-19"	301	19238	15.65
	"District of Columbia"	"11"	"2020"	"2020"	"20-24 years"	"20-24"	1111	28229	39.36
	"District of Columbia"	"11"	"2020"	"2020"	"25-29 years"	"25-29"	1742	44352	39.28
	"District of Columbia"	"11"	"2020"	"2020"	"30-34 years"	"30-34"	2798	42836	65.32
	"District of Columbia"	"11"	"2020"	"2020"	"35-39 years"	"35-39"	2343	33690	69.55
	"District of Columbia"	"11"	"2020"	"2020"	"40-44 years"	"40-44"	508	23968	21.19
	"District of Columbia"	"11"	"2020"	"2020"	"45-49 years"	"45-49"	54	Not Available	Not Available
	"District of Columbia"	"11"	"2020"	"2020"	"50 years and over"	"50+"	13	Not Available	Not Available
	"District of Columbia"	"11"	"2021"	"2021"	"15-19 years"	"15-19"	261	18829	13.86
	"District of Columbia"	"11"	"2021"	"2021"	"20-24 years"	"20-24"	1071	25320	42.30
	"District of Columbia"	"11"	"2021"	"2021"	"25-29 years"	"25-29"	1634	38446	42.50
	"District of Columbia"	"11"	"2021"	"2021"	"30-34 years"	"30-34"	2758	39132	70.48
	"District of Columbia"	"11"	"2021"	"2021"	"35-39 years"	"35-39"	2315	32130	72.05
	"District of Columbia"	"11"	"2021"	"2021"	"40-44 years"	"40-44"	577	23881	24.16
	"District of Columbia"	"11"	"2021"	"2021"	"45-49 years"	"45-49"	38	Not Available	Not Available
	"District of Columbia"	"11"	"2022"	"2022"	"15-19 years"	"15-19"	240	19217	12.49
	"District of Columbia"	"11"	"2022"	"2022"	"20-24 years"	"20-24"	919	26902	34.16
	"District of Columbia"	"11"	"2022"	"2022"	"25-29 years"	"25-29"	1475	39202	37.63
	"District of Columbia"	"11"	"2022"	"2022"	"30-34 years"	"30-34"	2587	38460	67.26
	"District of Columbia"	"11"	"2022"	"2022"	"35-39 years"	"35-39"	2198	31775	69.17
	"District of Columbia"	"11"	"2022"	"2022"	"40-44 years"	"40-44"	596	24307	24.52
	"District of Columbia"	"11"	"2022"	"2022"	"45-49 years"	"45-49"	49	Not Available	Not Available
	"Florida"	"12"	"2016"	"2016"	"Under 15 years"	"15"	116	Not Available	Not Available
	"Florida"	"12"	"2016"	"2016"	"15-19 years"	"15-19"	11195	579919	19.30
	"Florida"	"12"	"2016"	"2016"	"20-24 years"	"20-24"	45883	621299	73.85
	"Florida"	"12"	"2016"	"2016"	"25-29 years"	"25-29"	66326	683386	97.05
	"Florida"	"12"	"2016"	"2016"	"30-34 years"	"30-34"	62411	643031	97.06
	"Florida"	"12"	"2016"	"2016"	"35-39 years"	"35-39"	31412	622353	50.47
	"Florida"	"12"	"2016"	"2016"	"40-44 years"	"40-44"	7148	621271	11.51
	"Florida"	"12"	"2016"	"2016"	"45-49 years"	"45-49"	484	Not Available	Not Available
	"Florida"	"12"	"2016"	"2016"	"50 years and over"	"50+"	47	Not Available	Not Available
	"Florida"	"12"	"2017"	"2017"	"Under 15 years"	"15"	107	Not Available	Not Available
	"Florida"	"12"	"2017"	"2017"	"15-19 years"	"15-19"	10708	587833	18.22
	"Florida"	"12"	"2017"	"2017"	"20-24 years"	"20-24"	44093	618724	71.26
	"Florida"	"12"	"2017"	"2017"	"25-29 years"	"25-29"	65989	697702	94.58
	"Florida"	"12"	"2017"	"2017"	"30-34 years"	"30-34"	62558	654015	95.65
	"Florida"	"12"	"2017"	"2017"	"35-39 years"	"35-39"	32420	643110	50.41
	"Florida"	"12"	"2017"	"2017"	"40-44 years"	"40-44"	7214	626815	11.51
	"Florida"	"12"	"2017"	"2017"	"45-49 years"	"45-49"	489	Not Available	Not Available
	"Florida"	"12"	"2017"	"2017"	"50 years and over"	"50+"	52	Not Available	Not Available
	"Florida"	"12"	"2018"	"2018"	"Under 15 years"	"15"	98	Not Available	Not Available
	"Florida"	"12"	"2018"	"2018"	"15-19 years"	"15-19"	9829	588946	16.69
	"Florida"	"12"	"2018"	"2018"	"20-24 years"	"20-24"	41283	620169	66.57
	"Florida"	"12"	"2018"	"2018"	"25-29 years"	"25-29"	64851	703698	92.16
	"Florida"	"12"	"2018"	"2018"	"30-34 years"	"30-34"	63480	667233	95.14
	"Florida"	"12"	"2018"	"2018"	"35-39 years"	"35-39"	33888	661090	51.26
	"Florida"	"12"	"2018"	"2018"	"40-44 years"	"40-44"	7543	633891	11.90
	"Florida"	"12"	"2018"	"2018"	"45-49 years"	"45-49"	526	Not Available	Not Available
	"Florida"	"12"	"2018"	"2018"	"50 years and over"	"50+"	44	Not Available	Not Available
	"Florida"	"12"	"2019"	"2019"	"Under 15 years"	"15"	106	Not Available	Not Available
	"Florida"	"12"	"2019"	"2019"	"15-19 years"	"15-19"	9541	587772	16.23
	"Florida"	"12"	"2019"	"2019"	"20-24 years"	"20-24"	40141	615988	65.17
	"Florida"	"12"	"2019"	"2019"	"25-29 years"	"25-29"	62879	695672	90.39
	"Florida"	"12"	"2019"	"2019"	"30-34 years"	"30-34"	64017	679927	94.15
	"Florida"	"12"	"2019"	"2019"	"35-39 years"	"35-39"	35033	670316	52.26
	"Florida"	"12"	"2019"	"2019"	"40-44 years"	"40-44"	7686	639599	12.02
	"Florida"	"12"	"2019"	"2019"	"45-49 years"	"45-49"	541	Not Available	Not Available
	"Florida"	"12"	"2019"	"2019"	"50 years and over"	"50+"	58	Not Available	Not Available
	"Florida"	"12"	"2020"	"2020"	"Under 15 years"	"15"	88	Not Available	Not Available
	"Florida"	"12"	"2020"	"2020"	"15-19 years"	"15-19"	8920	587162	15.19
	"Florida"	"12"	"2020"	"2020"	"20-24 years"	"20-24"	37673	621100	60.66
	"Florida"	"12"	"2020"	"2020"	"25-29 years"	"25-29"	58609	682855	85.83
	"Florida"	"12"	"2020"	"2020"	"30-34 years"	"30-34"	62091	700929	88.58
	"Florida"	"12"	"2020"	"2020"	"35-39 years"	"35-39"	34048	678462	50.18
	"Florida"	"12"	"2020"	"2020"	"40-44 years"	"40-44"	7651	652997	11.72
	"Florida"	"12"	"2020"	"2020"	"45-49 years"	"45-49"	537	Not Available	Not Available
	"Florida"	"12"	"2020"	"2020"	"50 years and over"	"50+"	54	Not Available	Not Available
	"Florida"	"12"	"2021"	"2021"	"Under 15 years"	"15"	98	Not Available	Not Available
	"Florida"	"12"	"2021"	"2021"	"15-19 years"	"15-19"	8093	601366	13.46
	"Florida"	"12"	"2021"	"2021"	"20-24 years"	"20-24"	37117	617222	60.14
	"Florida"	"12"	"2021"	"2021"	"25-29 years"	"25-29"	59705	656066	91.00
	"Florida"	"12"	"2021"	"2021"	"30-34 years"	"30-34"	66109	708224	93.34
	"Florida"	"12"	"2021"	"2021"	"35-39 years"	"35-39"	36357	685929	53.00
	"Florida"	"12"	"2021"	"2021"	"40-44 years"	"40-44"	8181	666783	12.27
	"Florida"	"12"	"2021"	"2021"	"45-49 years"	"45-49"	540	Not Available	Not Available
	"Florida"	"12"	"2021"	"2021"	"50 years and over"	"50+"	60	Not Available	Not Available
	"Florida"	"12"	"2022"	"2022"	"Under 15 years"	"15"	121	Not Available	Not Available
	"Florida"	"12"	"2022"	"2022"	"15-19 years"	"15-19"	8139	619834	13.13
	"Florida"	"12"	"2022"	"2022"	"20-24 years"	"20-24"	37159	664622	55.91
	"Florida"	"12"	"2022"	"2022"	"25-29 years"	"25-29"	61206	654884	93.46
	"Florida"	"12"	"2022"	"2022"	"30-34 years"	"30-34"	69079	720800	95.84
	"Florida"	"12"	"2022"	"2022"	"35-39 years"	"35-39"	38850	695571	55.85
	"Florida"	"12"	"2022"	"2022"	"40-44 years"	"40-44"	9207	682240	13.50
	"Florida"	"12"	"2022"	"2022"	"45-49 years"	"45-49"	608	Not Available	Not Available
	"Florida"	"12"	"2022"	"2022"	"50 years and over"	"50+"	64	Not Available	Not Available
	"Georgia"	"13"	"2016"	"2016"	"Under 15 years"	"15"	99	Not Available	Not Available
	"Georgia"	"13"	"2016"	"2016"	"15-19 years"	"15-19"	8248	350110	23.56
	"Georgia"	"13"	"2016"	"2016"	"20-24 years"	"20-24"	30158	354457	85.08
	"Georgia"	"13"	"2016"	"2016"	"25-29 years"	"25-29"	38163	367277	103.91
	"Georgia"	"13"	"2016"	"2016"	"30-34 years"	"30-34"	33386	352752	94.64
	"Georgia"	"13"	"2016"	"2016"	"35-39 years"	"35-39"	16276	354466	45.92
	"Georgia"	"13"	"2016"	"2016"	"40-44 years"	"40-44"	3447	349692	9.86
	"Georgia"	"13"	"2016"	"2016"	"45-49 years"	"45-49"	248	Not Available	Not Available
	"Georgia"	"13"	"2016"	"2016"	"50 years and over"	"50+"	17	Not Available	Not Available
	"Georgia"	"13"	"2017"	"2017"	"Under 15 years"	"15"	80	Not Available	Not Available
	"Georgia"	"13"	"2017"	"2017"	"15-19 years"	"15-19"	7778	354918	21.91
	"Georgia"	"13"	"2017"	"2017"	"20-24 years"	"20-24"	29199	351620	83.04
	"Georgia"	"13"	"2017"	"2017"	"25-29 years"	"25-29"	38300	378396	101.22
	"Georgia"	"13"	"2017"	"2017"	"30-34 years"	"30-34"	33342	355148	93.88
	"Georgia"	"13"	"2017"	"2017"	"35-39 years"	"35-39"	16730	360108	46.46
	"Georgia"	"13"	"2017"	"2017"	"40-44 years"	"40-44"	3538	347209	10.19
	"Georgia"	"13"	"2017"	"2017"	"45-49 years"	"45-49"	264	Not Available	Not Available
	"Georgia"	"13"	"2017"	"2017"	"50 years and over"	"50+"	12	Not Available	Not Available
	"Georgia"	"13"	"2018"	"2018"	"Under 15 years"	"15"	87	Not Available	Not Available
