"Notes"	"State of Residence"	"State of Residence Code"	"Age of Mother 10"	"Age of Mother 10 Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education ""Code"	"Births"""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	534""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	20""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"8th grade or ""less"	"1"	467""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	797""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	2900""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	2502""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	1478""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	3321""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1856""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	550""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	19""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"8th grade or ""less"	"1"	528""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	762""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	3039""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	2459""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	1485""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	3483""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	2076""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	597""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	13""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"8th grade or ""less"	"1"	518""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	752""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	3178""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	2613""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	1629""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	3357""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1983""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	614""
	"Alabama"	"01"	"30-34 years"	"30-34"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	29""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"8th grade or ""less"	"1"	317""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	355""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	899""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	897""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	557""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1352""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	856""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	257""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	15""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"8th grade or ""less"	"1"	254""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	352""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	1073""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	931""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	524""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1380""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	822""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	293""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	18""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"8th grade or ""less"	"1"	273""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	337""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	999""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	960""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	585""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1390""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	808""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	312""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"8th grade or ""less"	"1"	344""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	355""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	999""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	1018""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	584""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1366""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	810""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	291""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	15""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"8th grade or ""less"	"1"	331""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	369""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	1122""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	895""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	604""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1384""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	894""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	323""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	16""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"8th grade or ""less"	"1"	341""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	331""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	1138""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	986""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	609""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1454""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	913""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	343""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"8th grade or ""less"	"1"	390""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	330""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	1096""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	1017""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	645""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1469""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1007""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	337""
	"Alabama"	"01"	"35-39 years"	"35-39"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	13""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"8th grade or ""less"	"1"	70""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	55""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	172""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	165""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	84""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	200""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	126""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	44""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"8th grade or ""less"	"1"	70""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	64""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	174""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	160""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	90""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	210""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	139""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	62""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"8th grade or ""less"	"1"	64""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	77""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	182""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	168""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	110""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	201""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	150""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	65""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"8th grade or ""less"	"1"	95""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	79""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	201""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	166""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	87""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	217""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	143""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	58""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"8th grade or ""less"	"1"	97""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	81""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	219""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	180""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	111""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	203""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	163""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	61""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"8th grade or ""less"	"1"	111""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	82""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	225""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	190""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	93""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	250""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	146""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	61""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"8th grade or ""less"	"1"	106""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	94""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	232""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	179""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	108""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	252""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	174""
	"Alabama"	"01"	"40-44 years"	"40-44"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	67""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	10""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	10""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	11""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	11""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	11""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	10""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	16""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	13""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	16""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	10""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	15""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	11""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	13""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	13""
	"Alabama"	"01"	"45-49 years"	"45-49"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	11""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	100""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	101""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	68""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	73""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	46""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	10""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	81""
	"Alaska"	"02"	"15 - 17 years"	"15-17"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	53""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	157""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	249""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	54""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	113""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	204""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	44""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	121""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	174""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	40""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	90""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	175""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	29""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	10""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	76""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	195""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	31""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	12""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	96""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	149""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	30""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	92""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	165""
	"Alaska"	"02"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	24""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"8th grade or ""less"	"1"	14""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	300""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	1206""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	777""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	127""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	102""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	32""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"8th grade or ""less"	"1"	22""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	293""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	1014""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	726""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	95""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	74""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	31""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"8th grade or ""less"	"1"	17""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	259""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	1048""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	659""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	93""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	80""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	24""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2019"	"2019"	"8th grade or ""less"	"1"	10""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	223""
	"Alaska"	"02"	"20-24 years"	"20-24"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	1003""
