"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Education"	"Mother's Education Code"	Deaths	Births	Death Rate
	"Arkansas"	"05"	"2014"	"2014"	"Excluded"	"Exc"	35	Suppressed	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"8th grade or less"	"1"	Suppressed	999	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	46	4887	9.41
	"Arkansas"	"05"	"2015"	"2015"	"High school graduate or GED completed"	"3"	110	12750	8.63
	"Arkansas"	"05"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	82	9325	8.79
	"Arkansas"	"05"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	11	2861	3.84 (Unreliable)
	"Arkansas"	"05"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	24	5369	4.47
	"Arkansas"	"05"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	1930	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	511	Suppressed
	"Arkansas"	"05"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	10	254	39.37 (Unreliable)
	"Arkansas"	"05"	"2016"	"2016"	"8th grade or less"	"1"	Suppressed	928	Suppressed
	"Arkansas"	"05"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	42	4724	8.89
	"Arkansas"	"05"	"2016"	"2016"	"High school graduate or GED completed"	"3"	128	12394	10.33
	"Arkansas"	"05"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	76	9164	8.29
	"Arkansas"	"05"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	14	2807	4.99 (Unreliable)
	"Arkansas"	"05"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	17	5530	3.07 (Unreliable)
	"Arkansas"	"05"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	10	1961	5.10 (Unreliable)
	"Arkansas"	"05"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	534	Suppressed
	"Arkansas"	"05"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	17	232	73.28 (Unreliable)
	"Arkansas"	"05"	"2017"	"2017"	"8th grade or less"	"1"	Suppressed	872	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	51	4575	11.15
	"Arkansas"	"05"	"2017"	"2017"	"High school graduate or GED completed"	"3"	123	12520	9.82
	"Arkansas"	"05"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	64	8834	7.24
	"Arkansas"	"05"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	15	2723	5.51 (Unreliable)
	"Arkansas"	"05"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	30	5356	5.60
	"Arkansas"	"05"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	1948	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	495	Suppressed
	"Arkansas"	"05"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	10	197	50.76 (Unreliable)
	"Arkansas"	"05"	"2018"	"2018"	"8th grade or less"	"1"	10	860	11.63 (Unreliable)
	"Arkansas"	"05"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	46	4301	10.70
	"Arkansas"	"05"	"2018"	"2018"	"High school graduate or GED completed"	"3"	100	11959	8.36
	"Arkansas"	"05"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	66	8566	7.70
	"Arkansas"	"05"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	10	2978	3.36 (Unreliable)
	"Arkansas"	"05"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	24	5291	4.54
	"Arkansas"	"05"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	12	2187	5.49 (Unreliable)
	"Arkansas"	"05"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	10	297	33.67 (Unreliable)
	"Arkansas"	"05"	"2019"	"2019"	"8th grade or less"	"1"	Suppressed	799	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	43	3964	10.85
	"Arkansas"	"05"	"2019"	"2019"	"High school graduate or GED completed"	"3"	102	12227	8.34
	"Arkansas"	"05"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	53	8350	6.35
	"Arkansas"	"05"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	13	2889	4.50 (Unreliable)
	"Arkansas"	"05"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	18	5265	3.42 (Unreliable)
	"Arkansas"	"05"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11	2244	4.90 (Unreliable)
	"Arkansas"	"05"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	549	Suppressed
	"Arkansas"	"05"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	10	277	36.10 (Unreliable)
	"Arkansas"	"05"	"2020"	"2020"	"8th grade or less"	"1"	Suppressed	823	Suppressed
	"Arkansas"	"05"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	34	3672	9.26
	"Arkansas"	"05"	"2020"	"2020"	"High school graduate or GED completed"	"3"	95	11853	8.01
	"Arkansas"	"05"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	57	7666	7.44
	"Arkansas"	"05"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	12	2940	4.08 (Unreliable)
	"Arkansas"	"05"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	35	5200	6.73
	"Arkansas"	"05"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	2185	Suppressed
	"Arkansas"	"05"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	597	Suppressed
	"Arkansas"	"05"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	10	315	31.75 (Unreliable)
	"Arkansas"	"05"	"2021"	"2021"	"8th grade or less"	"1"	Suppressed	784	Suppressed
	"Arkansas"	"05"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	36	3507	10.27
	"Arkansas"	"05"	"2021"	"2021"	"High school graduate or GED completed"	"3"	112	12079	9.27
	"Arkansas"	"05"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	60	7419	8.09
	"Arkansas"	"05"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	19	3057	6.22 (Unreliable)
	"Arkansas"	"05"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	31	5540	5.60
	"Arkansas"	"05"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	2512	Suppressed
	"Arkansas"	"05"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	688	Suppressed
	"Arkansas"	"05"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	32	379	84.43
	"California"	"06"	"2007"	"2007"	"8th grade or less"	"1"	289	53058	5.45
	"California"	"06"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	597	98886	6.04
	"California"	"06"	"2007"	"2007"	"High school graduate or GED completed"	"3"	803	149092	5.39
	"California"	"06"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	468	90290	5.18
	"California"	"06"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	133	28802	4.62
	"California"	"06"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	298	84144	3.54
	"California"	"06"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	111	30477	3.64
	"California"	"06"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	34	11568	2.94
	"California"	"06"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	212	20097	10.55
	"California"	"06"	"2008"	"2008"	"8th grade or less"	"1"	240	48235	4.98
	"California"	"06"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	536	94365	5.68
	"California"	"06"	"2008"	"2008"	"High school graduate or GED completed"	"3"	783	144239	5.43
	"California"	"06"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	487	92542	5.26
	"California"	"06"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	113	28278	4.00
	"California"	"06"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	306	83374	3.67
	"California"	"06"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	95	31112	3.05
	"California"	"06"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	38	11423	3.33
	"California"	"06"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	226	18236	12.39
	"California"	"06"	"2009"	"2009"	"8th grade or less"	"1"	205	42110	4.87
	"California"	"06"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	499	85783	5.82
	"California"	"06"	"2009"	"2009"	"High school graduate or GED completed"	"3"	709	135220	5.24
	"California"	"06"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	433	91418	4.74
	"California"	"06"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	125	27869	4.49
	"California"	"06"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	274	81477	3.36
	"California"	"06"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	96	31931	3.01
	"California"	"06"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	38	11601	3.28
	"California"	"06"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	210	19611	10.71
	"California"	"06"	"2010"	"2010"	"8th grade or less"	"1"	184	36441	5.05
	"California"	"06"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	472	80068	5.89
	"California"	"06"	"2010"	"2010"	"High school graduate or GED completed"	"3"	650	128360	5.06
	"California"	"06"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	445	92879	4.79
	"California"	"06"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	106	27711	3.83
	"California"	"06"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	251	81920	3.06
	"California"	"06"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	83	32723	2.54
	"California"	"06"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	33	11839	2.79
	"California"	"06"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	193	18257	10.57
	"California"	"06"	"2011"	"2011"	"8th grade or less"	"1"	178	33010	5.39
	"California"	"06"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	416	73949	5.63
	"California"	"06"	"2011"	"2011"	"High school graduate or GED completed"	"3"	665	124326	5.35
	"California"	"06"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	459	95112	4.83
	"California"	"06"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	98	29240	3.35
	"California"	"06"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	273	83468	3.27
	"California"	"06"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	70	33657	2.08
	"California"	"06"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	23	11591	1.98
	"California"	"06"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	220	17767	12.38
	"California"	"06"	"2012"	"2012"	"8th grade or less"	"1"	134	29587	4.53
	"California"	"06"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	392	68495	5.72
	"California"	"06"	"2012"	"2012"	"High school graduate or GED completed"	"3"	597	123653	4.83
	"California"	"06"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	427	95650	4.46
	"California"	"06"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	104	30188	3.45
	"California"	"06"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	255	86271	2.96
	"California"	"06"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	86	35715	2.41
	"California"	"06"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	24	12503	1.92
	"California"	"06"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	225	21693	10.37
	"California"	"06"	"2013"	"2013"	"8th grade or less"	"1"	112	26121	4.29
	"California"	"06"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	368	61850	5.95
	"California"	"06"	"2013"	"2013"	"High school graduate or GED completed"	"3"	619	121856	5.08
	"California"	"06"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	494	96518	5.12
	"California"	"06"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	126	30529	4.13
	"California"	"06"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	287	88687	3.24
	"California"	"06"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	97	36692	2.64
	"California"	"06"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	24	12766	1.88
	"California"	"06"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	226	19686	11.48
	"California"	"06"	"2014"	"2014"	"8th grade or less"	"1"	121	24418	4.96
	"California"	"06"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	294	57698	5.10
	"California"	"06"	"2014"	"2014"	"High school graduate or GED completed"	"3"	595	121706	4.89
	"California"	"06"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	459	98738	4.65
	"California"	"06"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	107	31898	3.35
	"California"	"06"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	237	94046	2.52
	"California"	"06"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	90	39709	2.27
	"California"	"06"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	35	13294	2.63
	"California"	"06"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	235	21372	11.00
	"California"	"06"	"2015"	"2015"	"8th grade or less"	"1"	118	22389	5.27
	"California"	"06"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	308	52232	5.90
	"California"	"06"	"2015"	"2015"	"High school graduate or GED completed"	"3"	569	119952	4.74
	"California"	"06"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	463	97168	4.76
	"California"	"06"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	129	31225	4.13
	"California"	"06"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	229	92888	2.47
	"California"	"06"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	109	39604	2.75
	"California"	"06"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	30	13585	2.21
	"California"	"06"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	223	22705	9.82
	"California"	"06"	"2016"	"2016"	"8th grade or less"	"1"	88	20226	4.35
	"California"	"06"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	253	48019	5.27
	"California"	"06"	"2016"	"2016"	"High school graduate or GED completed"	"3"	544	117402	4.63
	"California"	"06"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	455	96498	4.72
	"California"	"06"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	119	31795	3.74
	"California"	"06"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	241	94066	2.56
	"California"	"06"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	95	41680	2.28
	"California"	"06"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	30	13783	2.18
	"California"	"06"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	237	25358	9.35
	"California"	"06"	"2017"	"2017"	"8th grade or less"	"1"	102	18261	5.59
	"California"	"06"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	232	43176	5.37
	"California"	"06"	"2017"	"2017"	"High school graduate or GED completed"	"3"	557	112979	4.93
	"California"	"06"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	392	93242	4.20
	"California"	"06"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	119	30847	3.86
	"California"	"06"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	230	94168	2.44
	"California"	"06"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	95	41456	2.29
	"California"	"06"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	31	13703	2.26
	"California"	"06"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	224	23826	9.40
	"California"	"06"	"2018"	"2018"	"8th grade or less"	"1"	77	16717	4.61
	"California"	"06"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	225	38844	5.79
	"California"	"06"	"2018"	"2018"	"High school graduate or GED completed"	"3"	503	108536	4.63
	"California"	"06"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	382	88705	4.31
	"California"	"06"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	111	29872	3.72
	"California"	"06"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	251	92001	2.73
	"California"	"06"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	85	41821	2.03
	"California"	"06"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	38	13912	2.73
	"California"	"06"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	244	24512	9.95
	"California"	"06"	"2019"	"2019"	"8th grade or less"	"1"	75	14910	5.03
	"California"	"06"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	203	35283	5.75
	"California"	"06"	"2019"	"2019"	"High school graduate or GED completed"	"3"	508	105388	4.82
	"California"	"06"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	373	85435	4.37
	"California"	"06"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	119	29852	3.99
	"California"	"06"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	233	91537	2.55
	"California"	"06"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	103	42057	2.45
	"California"	"06"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	30	14070	2.13
	"California"	"06"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	246	27947	8.80
	"California"	"06"	"2020"	"2020"	"8th grade or less"	"1"	59	13407	4.40
	"California"	"06"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	180	31227	5.76
	"California"	"06"	"2020"	"2020"	"High school graduate or GED completed"	"3"	454	99814	4.55
	"California"	"06"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	356	78868	4.51
	"California"	"06"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	76	28365	2.68
	"California"	"06"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	186	86356	2.15
	"California"	"06"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	83	40136	2.07
	"California"	"06"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	20	13535	1.48
	"California"	"06"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	235	28551	8.23
	"California"	"06"	"2021"	"2021"	"8th grade or less"	"1"	48	12510	3.84
	"California"	"06"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	142	27491	5.17
	"California"	"06"	"2021"	"2021"	"High school graduate or GED completed"	"3"	458	99304	4.61
	"California"	"06"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	332	76913	4.32
	"California"	"06"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	141	28866	4.88
	"California"	"06"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	195	88077	2.21
	"California"	"06"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	100	41662	2.40
	"California"	"06"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	31	14585	2.13
	"California"	"06"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	266	31200	8.53
	"Colorado"	"08"	"2007"	"2007"	"Excluded"	"Exc"	434	70809	6.13
	"Colorado"	"08"	"2008"	"2008"	"8th grade or less"	"1"	26	3630	7.16
	"Colorado"	"08"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	98	10943	8.96
	"Colorado"	"08"	"2008"	"2008"	"High school graduate or GED completed"	"3"	107	14315	7.47
	"Colorado"	"08"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	82	14377	5.70
	"Colorado"	"08"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	20	4355	4.59
	"Colorado"	"08"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	62	14523	4.27
	"Colorado"	"08"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	19	5482	3.47 (Unreliable)
	"Colorado"	"08"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1520	Suppressed
	"Colorado"	"08"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	18	886	20.32 (Unreliable)
	"Colorado"	"08"	"2009"	"2009"	"8th grade or less"	"1"	30	3352	8.95
	"Colorado"	"08"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	92	10096	9.11
	"Colorado"	"08"	"2009"	"2009"	"High school graduate or GED completed"	"3"	100	14060	7.11
	"Colorado"	"08"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	87	14210	6.12
	"Colorado"	"08"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	22	4557	4.83
	"Colorado"	"08"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	64	14337	4.46
	"Colorado"	"08"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	5674	2.29 (Unreliable)
	"Colorado"	"08"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1548	Suppressed
	"Colorado"	"08"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	14	794	17.63 (Unreliable)
	"Colorado"	"08"	"2010"	"2010"	"8th grade or less"	"1"	19	2831	6.71 (Unreliable)
	"Colorado"	"08"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	68	9283	7.33
	"Colorado"	"08"	"2010"	"2010"	"High school graduate or GED completed"	"3"	94	13254	7.09
	"Colorado"	"08"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	77	13903	5.54
	"Colorado"	"08"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	24	4689	5.12
	"Colorado"	"08"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	58	14291	4.06
	"Colorado"	"08"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	24	5754	4.17
	"Colorado"	"08"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1614	Suppressed
	"Colorado"	"08"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	20	736	27.17
	"Colorado"	"08"	"2011"	"2011"	"8th grade or less"	"1"	14	2464	5.68 (Unreliable)
	"Colorado"	"08"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	61	8074	7.56
	"Colorado"	"08"	"2011"	"2011"	"High school graduate or GED completed"	"3"	90	12880	6.99
	"Colorado"	"08"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	79	13852	5.70
	"Colorado"	"08"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	30	4762	6.30
	"Colorado"	"08"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	53	14755	3.59
	"Colorado"	"08"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	5918	2.53 (Unreliable)
	"Colorado"	"08"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1590	Suppressed
	"Colorado"	"08"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	15	760	19.74 (Unreliable)
	"Colorado"	"08"	"2012"	"2012"	"8th grade or less"	"1"	17	2137	7.96 (Unreliable)
	"Colorado"	"08"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	50	7211	6.93
	"Colorado"	"08"	"2012"	"2012"	"High school graduate or GED completed"	"3"	72	12889	5.59
	"Colorado"	"08"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	60	14177	4.23
	"Colorado"	"08"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	18	5034	3.58 (Unreliable)
	"Colorado"	"08"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	48	15050	3.19
	"Colorado"	"08"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	14	6208	2.26 (Unreliable)
	"Colorado"	"08"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1732	Suppressed
	"Colorado"	"08"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	17	749	22.70 (Unreliable)
	"Colorado"	"08"	"2013"	"2013"	"8th grade or less"	"1"	14	1982	7.06 (Unreliable)
	"Colorado"	"08"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	40	6704	5.97
	"Colorado"	"08"	"2013"	"2013"	"High school graduate or GED completed"	"3"	80	12930	6.19
	"Colorado"	"08"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	83	14088	5.89
	"Colorado"	"08"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	18	5169	3.48 (Unreliable)
	"Colorado"	"08"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	56	15323	3.65
	"Colorado"	"08"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	22	6418	3.43
	"Colorado"	"08"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1762	Suppressed
	"Colorado"	"08"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	11	631	17.43 (Unreliable)
